"source_id","object_id","source_type","source_title","publisher","canonical_url","publication_or_update_date","access_date","version_or_commit","credibility","recency","bias","verification_status","source_file"
"S-WL-011","O-001","vendor_hosted_partner_case_study","Generating the World Layer: Lightwheel and World Labs","World Labs","https://www.worldlabs.ai/case-studies/2-lightwheel","2025-11-12","2026-07-14","live page","vendor_primary_case","current","vendor_hosted_case","opened_canonical_phase3_refresh","04_evidence/sources/S-WL-011.md"
"S-WL-012","O-001","independent_media_hands_on","World Labs launches Marble","TechCrunch","https://techcrunch.com/2025/11/12/fei-fei-lis-world-labs-speeds-up-the-world-model-race-with-marble-its-first-commercial-product/","2025-11-12","2026-07-14","live article","independent_report","current","editorial_hands_on","opened_canonical_phase3_refresh","04_evidence/sources/S-WL-012.md"
"S-WL-013","O-001","independent_media_analysis","The promise and limits of world models","Ars Technica","https://arstechnica.com/ai/2026/07/simulating-everything-sort-of-the-promise-and-limits-of-world-models/","2026-07-13","2026-07-14","live article","independent_report","current","editorial_analysis","opened_canonical_phase3_refresh","04_evidence/sources/S-WL-013.md"
"S-ODY-008","O-002","official_company_page","About Odyssey","Odyssey","https://odyssey.ml/about","current","2026-07-14","live page","primary","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-ODY-008.md"
"S-RUN-004","O-003","official_research_page","Accelerating Robot Policy Evaluation with General World Models","Runway Robotics","https://runwayml.com/research/accelerating-robot-policy-evaluation","2026-02-27","2026-07-14","live page","primary_author_report","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-RUN-004.md"
"S-RUN-005","O-003","official_product_page","Policy Model","Runway Robotics","https://runwayml.com/product/robotics/policy-model","current","2026-07-14","live page","primary","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-RUN-005.md"
"S-RUN-006","O-003","official_product_page","Video Model Licensing","Runway Robotics","https://runwayml.com/product/robotics/video-model-licensing","current","2026-07-14","live page","primary","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-RUN-006.md"
"S-DEC-008","O-004","official_api_pricing","Decart API Pricing","Decart","https://docs.platform.decart.ai/getting-started/pricing","current","2026-07-14","live docs snapshot","primary_documentation","current","vendor_documentation","opened_canonical_phase3_refresh","04_evidence/sources/S-DEC-008.md"
"S-DEC-009","O-004","official_api_terms","Decart API Terms of Service","Decart.ai Inc","https://docs.platform.decart.ai/resources/api-terms","2026-05-28","2026-07-14","live legal text","primary_legal_text","current","company_authored","opened_canonical_phase3_refresh","04_evidence/sources/S-DEC-009.md"
"S-NV-008","O-005","technical_report","Cosmos 3 Technical Report","NVIDIA authors / arXiv","https://arxiv.org/abs/2606.02800","2026-06","2026-07-14","arXiv 2606.02800","primary_author_report","current","author_report","opened_versioned_phase3_refresh","04_evidence/sources/S-NV-008.md"
"S-NV-009","O-005","official_release_notes","NVIDIA NIM for Cosmos release notes","NVIDIA","https://docs.nvidia.com/nim/cosmos/3.0.0/release-notes.html","2026-07-08","2026-07-14","docs 3.0.0 / Cosmos3-Generator 1.0.0","primary_documentation","versioned_snapshot","vendor_documentation","opened_versioned_red_team","04_evidence/sources/S-NV-009.md"
"S-NV-010","O-005","official_support_matrix","NVIDIA NIM for Cosmos WFM Supported Models","NVIDIA","https://docs.nvidia.com/nim/cosmos/3.0.0/support-matrix.html","2026-07-08","2026-07-14","docs 3.0.0 snapshot","primary_documentation","versioned_snapshot","vendor_documentation","opened_versioned_content_lock_v1_1","04_evidence/sources/S-NV-010.md"
"S-NV-011","O-005","official_model_license","NVIDIA Open Model License","NVIDIA","https://www.nvidia.com/en-us/agreements/enterprise-software/nvidia-open-model-license/","current","2026-07-14","live legal text","primary_legal_text","current","license_publisher","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-011.md"
"S-NV-012","O-005","partner_first_party_case","Centific integrates NVIDIA Cosmos 3","Centific","https://www.centific.com/blog/centific-brings-last-mile-physical-ai-to-production-with-nvidia-cosmos-3","2026-06-01","2026-07-14","live page","partner_first_party","current","partner_report","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-012.md"
"S-NV-013","O-005","partner_first_party_case","Ailytics integrates NVIDIA Cosmos 3","Ailytics","https://www.ailytics.ai/news/industrial-video-intelligence-reimagined-ailytics-deploys-nvidia-cosmos-3-across-heavy-industry","2026-06-02","2026-07-14","live page","partner_first_party","current","partner_report","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-013.md"
"S-NV-014","O-005","independent_media_report","NVIDIA pushes Cosmos 3 world model platform","Axios","https://www.axios.com/2026/06/01/nvidia-ai-push-cosmos-3-world-model","2026-06-01","2026-07-14","live article","independent_report","current","editorial_report","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-014.md"
"S-NV-015","O-005","independent_dynamic_leaderboard","RoboArena","RoboArena","https://robo-arena.github.io/","current_snapshot","2026-07-14","live leaderboard","primary_record","current","dynamic_leaderboard","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-015.md"
"S-NV-016","O-005","independent_media_report","RoboArena ranking drift after Cosmos 3","eWeek","https://www.eweek.com/news/chinese-startup-spirit-ai-nvidia-physical-ai-ranking-apac/","2026-06-04","2026-07-14","live article","independent_report","current","editorial_report","opened_canonical_phase3_refresh","04_evidence/sources/S-NV-016.md"
"S-ODY-009","O-002","official_api_documentation","Odyssey API Quick Start","Odyssey","https://documentation.api.odyssey.ml/api-quick-start","current","2026-07-14","live docs snapshot","primary_documentation","current","vendor_documentation","opened_canonical_phase3_refresh","04_evidence/sources/S-ODY-009.md"
"S-ODY-010","O-002","official_api_documentation","Odyssey-2 Overview","Odyssey","https://documentation.api.odyssey.ml/odyssey-2-overview","current","2026-07-14","live docs snapshot","primary_documentation","current","vendor_documentation","opened_canonical_phase3_refresh","04_evidence/sources/S-ODY-010.md"
"S-ODY-011","O-002","official_api_documentation","Stream Duration Limits","Odyssey","https://documentation.api.odyssey.ml/stream-duration-limits","current","2026-07-14","live docs snapshot","primary_documentation","current","vendor_documentation","official_markdown_reopened_content_lock_v1_1a_default_semantics_confirmed","04_evidence/sources/S-ODY-011.md"
"S-ODY-012","O-002","official_api_documentation","Interaction Tips","Odyssey","https://documentation.api.odyssey.ml/interaction-tips","current","2026-07-14","live docs snapshot","primary_documentation","current","vendor_documentation","opened_canonical_phase3_refresh","04_evidence/sources/S-ODY-012.md"
"S-ODY-013","O-002","official_package_registry","@odysseyml/odyssey","Odyssey / npm","https://www.npmjs.com/package/%40odysseyml/odyssey","current_snapshot","2026-07-14","package 1.3.1","primary_artifact","versioned_snapshot","publisher_metadata","opened_registry_metadata_red_team","04_evidence/sources/S-ODY-013.md"
"S-ODY-014","O-002","official_api_documentation","Session Management","Odyssey","https://documentation.api.odyssey.ml/session-management","2026-04-10","2026-07-14","live docs snapshot","primary_documentation","versioned_snapshot","vendor_documentation","official_markdown_reopened_content_lock_v1_1a_idle_disconnect_confirmed","04_evidence/sources/S-ODY-014.md"
"S-BENCH-005","O-002","independent_benchmark_paper","VBench-2.0","VBench-2.0 authors / arXiv","https://arxiv.org/abs/2503.21755","2025-03-27","2026-07-14","arXiv 2503.21755","independent_academic","medium","author_report","opened_versioned_phase3_refresh","04_evidence/sources/S-BENCH-005.md"
"S-RUN-007","O-003","official_announcement","New Leaders to Support Our Next Phase of Growth","Runway","https://runwayml.com/news/new-leaders-to-support-next-phase-of-growth","2026-02-26","2026-07-14","live page","primary","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-RUN-007.md"
"S-RUN-008","O-003","official_partnership_announcement","Introducing the Cosmos Coalition","Runway","https://runwayml.com/news/introducing-cosmos-coalition","2026-06-01","2026-07-14","live page","primary","current","company_self_report","opened_canonical_phase3_refresh","04_evidence/sources/S-RUN-008.md"
"S-NV-017","O-005","official_model_card","Cosmos3-Super","NVIDIA","https://huggingface.co/nvidia/Cosmos3-Super","2026-05-31","2026-07-14","HF revision 105a126076bd1ffa6d70f7ea4c06b87ebf81a063","primary_artifact","versioned_snapshot","company_self_report","opened_versioned_red_team","04_evidence/sources/S-NV-017.md"
"S-NV-018","O-005","upstream_runtime_pull_request","Add Cosmos3 action modality PR 4102","vLLM-Omni / GitHub","https://github.com/vllm-project/vllm-omni/pull/4102","2026-06-03","2026-07-14","merged commit 706bad2","primary_artifact_record","current","upstream_repository","opened_versioned_phase3_refresh","04_evidence/sources/S-NV-018.md"
